"Name","Team","Game","W","IP","TBF","H","1B","2B","3B","HR","BB","SO","Yahoo","FanDuel","DraftKings","playerid"
"Gerrit Cole","Astros","COL @ HOU",".46","6.50","26.77","5.66","3.50","1.20",".12",".84","2.10","8.05","24.58","41.13","23.02","13125"
"Chris Archer","Pirates","PIT @ MIN",".38","6.05","25.22","5.72","3.71","1.22",".17",".62","1.88","6.55","20.19","34.58","18.76","6345"
"Vince Velasquez","Phillies","BOS @ PHI",".34","5.81","24.52","5.29","3.10","1.04",".08","1.07","2.27","6.80","19.34","33.34","18.05","11189"
"Jose Berrios","Twins","PIT @ MIN",".36","6.47","26.82","6.05","4.00","1.24",".18",".63","1.94","5.75","19.22","33.47","17.76","14168"
"Kevin Gausman","Braves","MIA @ ATL",".45","6.19","25.99","6.56","4.52","1.37",".15",".52","1.41","5.96","19.03","33.36","17.69","14107"
"Shane Bieber","Indians","CLE @ CIN",".48","6.02","25.26","6.12","4.16","1.17",".15",".63","1.67","5.81","18.61","32.52","17.31","19427"
"Felix Pena","Angels","LAA @ SD",".34","5.71","24.42","5.79","3.69","1.04",".17",".89","2.05","6.54","18.22","32.08","17.10","13403"
"Hyun-Jin Ryu","Dodgers","SF @ LAD",".41","5.71","24.16","5.67","3.69","1.19",".06",".72","1.90","5.76","17.66","30.88","16.43","14444"
"Marco Estrada","Blue Jays","TOR @ KC",".47","6.24","26.08","6.02","3.74","1.39",".25",".64","1.94","5.04","17.33","30.74","15.97","1118"
"Carlos Rodon","White Sox","CWS @ DET",".40","5.83","25.07","6.13","4.10","1.34",".19",".50","2.14","5.22","15.83","29.13","14.83","16137"
"Dylan Bundy","Orioles","NYM @ BAL",".33","5.91","25.78","6.11","3.87","1.24",".08",".91","2.52","5.60","15.42","28.96","14.53","12917"
"Nathan Eovaldi","Red Sox","BOS @ PHI",".36","5.95","24.92","6.36","4.03","1.05",".12","1.16","1.21","5.15","16.13","28.43","14.78","9132"
"Zack Wheeler","Mets","NYM @ BAL",".36","5.55","24.13","6.15","4.28","1.02",".08",".77","1.92","5.50","15.32","28.20","14.41","10310"
"Kyle Hendricks","Cubs","MIL @ CHC",".35","5.97","25.42","6.45","3.79","1.29",".11","1.26","1.54","5.13","15.15","27.50","13.97","12049"
"Robbie Erlin","Padres","LAA @ SD",".37","6.16","25.81","6.76","4.59","1.24",".13",".80","1.06","4.04","14.57","26.67","13.38","10354"
"Austin Gomber","Cardinals","WSH @ STL",".32","5.65","24.46","5.62","3.57","1.13",".09",".83","2.48","4.86","14.12","26.42","13.16","16561"
"Junior Guerra","Brewers","MIL @ CHC",".32","5.41","23.67","5.62","3.12","1.16",".13","1.22","2.32","5.25","13.75","25.71","12.90","5702"
"Tyler Anderson","Rockies","COL @ HOU",".28","5.58","24.25","5.69","3.53","1.17",".10",".89","2.40","4.56","12.98","24.71","12.08","12880"
"Jeremy Hellickson","Nationals","WSH @ STL",".37","5.85","25.00","6.29","3.87","1.39",".09",".95","1.71","4.02","13.14","24.68","12.04","4371"
"Mike Leake","Mariners","SEA @ OAK",".39","6.05","26.21","6.91","4.27","1.64",".18",".82","1.73","4.02","12.64","24.68","11.73","10130"
"Jordan Zimmermann","Tigers","CWS @ DET",".28","5.46","23.56","6.37","4.05","1.26",".29",".76","1.33","4.49","12.92","24.10","11.92","4505"
"Robert Stephenson","Reds","CLE @ CIN",".22","5.29","23.57","5.02","2.82","1.05",".08","1.07","3.22","5.00","12.41","24.23","11.76","13594"
"Luis Cessa","Yankees","TB @ NYY",".37","5.46","24.08","6.16","3.92","1.17",".13",".94","2.20","4.53","12.23","24.04","11.51","13345"
"Derek Holland","Giants","SF @ LAD",".25","5.21","23.16","5.58","3.19","1.18",".07","1.14","2.45","4.81","11.94","23.24","11.25","4141"
"Jorge Lopez","Royals","TOR @ KC",".25","5.61","24.65","6.21","4.01","1.34",".12",".74","2.21","3.92","11.11","22.33","10.31","14527"
"Jose Urena","Marlins","MIA @ ATL",".26","5.56","25.09","6.72","4.40","1.45",".14",".74","2.35","4.08","10.17","21.97","9.70","11589"
"Brett Anderson","Athletics","SEA @ OAK",".32","5.69","24.92","7.02","4.66","1.50",".12",".74","1.46","3.24","9.99","20.78","9.18","8223"
"Jake Faria","Rays","TB @ NYY",".23","4.78","21.89","5.33","3.17","1.02",".07","1.07","2.75","3.78","8.23","17.99","7.88","13699"
