"Name","Team","Game","W","IP","TBF","H","1B","2B","3B","HR","BB","SO","Yahoo","FanDuel","DraftKings","playerid"
"Max Scherzer","Nationals","TB @ WSH",".56","7.45","28.73","5.12","3.15","1.09",".12",".76","1.71","10.82","35.42","55.33","33.28","3137"
"Corey Kluber","Indians","MIL @ CLE",".51","7.05","28.13","5.89","3.71","1.38",".05",".76","1.58","8.84","28.67","46.42","26.81","2429"
"Kyle Hendricks","Cubs","PHI @ CHC",".54","7.32","29.08","5.91","4.04","1.15",".13",".60","1.78","7.05","26.11","42.69","24.38","12049"
"Madison Bumgarner","Giants","ARI @ SF",".48","6.77","26.51","5.33","3.59","1.05",".20",".49","1.41","6.69","24.97","40.17","22.82","5524"
"Sean Newcomb","Braves","ATL @ SD",".40","6.06","25.85","4.80","3.16",".96",".10",".58","3.47","6.62","19.99","35.28","18.85","16943"
"Andrew Heaney","Angels","KC @ LAA",".44","6.34","26.10","5.66","3.82","1.05",".05",".74","1.99","6.05","20.42","34.86","18.88","15423"
"Carlos Martinez","Cardinals","MIA @ STL",".46","6.23","25.84","5.54","3.93","1.04",".09",".47","2.15","5.97","20.35","34.88","18.85","11682"
"Ross Stripling","Dodgers","LAD @ PIT",".43","6.65","27.22","6.32","4.15","1.40",".15",".62","1.51","5.47","19.80","33.96","18.26","13273"
"Anthony DeSclafani","Reds","COL @ CIN",".37","6.18","25.80","6.03","3.61","1.21",".09","1.12","1.73","6.42","19.34","33.41","17.95","13050"
"Joe Musgrove","Pirates","LAD @ PIT",".33","6.45","26.61","5.97","3.75","1.32",".10",".81","1.85","5.64","18.81","32.61","17.28","12970"
"Zack Littell","Twins","",".44","6.04","25.69","6.28","3.95","1.29",".18",".86","1.87","6.26","18.39","32.65","17.21","sa737929"
"Fernando Romero","Twins","CWS @ MIN",".40","6.06","25.85","6.03","3.92","1.23",".17",".72","2.30","5.86","17.54","31.67","16.42","15885"
"Patrick Corbin","Diamondbacks","ARI @ SF",".27","6.24","26.46","6.27","4.10","1.29",".17",".71","2.03","5.73","17.33","31.21","16.16","9323"
"James Paxton","Mariners","SEA @ HOU",".35","5.66","24.24","5.80","3.52","1.32",".10",".85","1.97","6.24","17.50","30.92","16.39","11828"
"Dallas Keuchel","Astros","SEA @ HOU",".38","6.52","27.47","6.87","4.48","1.31",".15",".92","1.71","5.46","17.30","31.18","16.13","9434"
"Marco Estrada","Blue Jays","NYY @ TOR",".33","6.21","25.89","5.52","2.87","1.40",".08","1.16","2.19","5.63","17.72","30.86","16.27","1118"
"Sean Manaea","Athletics","OAK @ TEX",".48","6.08","26.23","6.02","3.91","1.19",".13",".79","2.64","5.37","16.29","30.22","15.32","15873"
"Alex Cobb","Orioles","BAL @ NYM",".42","6.43","27.11","6.31","3.96","1.39",".10",".86","2.05","4.85","16.62","30.04","15.41","6562"
"Jason Vargas","Mets","BAL @ NYM",".31","5.95","25.21","5.81","3.56","1.11",".04","1.11","1.99","5.62","16.81","29.83","15.55","8044"
"Nathan Eovaldi","Rays","TB @ WSH",".23","6.19","26.18","6.32","4.13","1.23",".13",".83","1.86","5.20","15.99","29.01","14.80","9132"
"Jordan Lyles","Padres","ATL @ SD",".32","6.16","26.04","5.89","3.91","1.16",".14",".69","2.24","4.56","15.48","28.23","14.22","7593"
"Steven Wright","Red Sox","DET @ BOS",".43","6.20","26.49","6.31","4.13","1.48",".08",".61","2.20","4.27","14.73","27.65","13.64","8185"
"CC Sabathia","Yankees","NYY @ TOR",".37","5.57","23.47","5.36","3.09","1.33",".08",".87","1.88","4.32","14.39","25.50","13.12","404"
"Zach Eflin","Phillies","PHI @ CHC",".24","6.05","25.95","6.05","3.78","1.31",".16",".81","2.29","4.39","13.62","25.78","12.56","13774"
"Reynaldo Lopez","White Sox","CWS @ MIN",".30","5.81","25.52","6.09","3.56","1.38",".14","1.01","2.62","4.84","13.04","25.53","12.28","16400"
"Jose Urena","Marlins","MIA @ STL",".29","6.29","27.31","6.54","4.26","1.23",".13",".91","2.61","4.14","12.63","25.16","11.87","11589"
"Junior Guerra","Brewers","MIL @ CLE",".25","5.70","25.00","5.62","3.29","1.45",".06",".82","2.86","4.44","12.53","24.57","11.72","5702"
"Brad Keller","Royals","KC @ LAA",".30","5.99","25.86","6.09","3.95","1.13",".08",".93","2.42","3.95","12.47","24.33","11.51","15734"
"Kyle Freeland","Rockies","COL @ CIN",".32","5.38","23.48","5.60","3.73","1.08",".08",".72","2.28","4.29","12.61","23.91","11.74","16256"
"Artie Lewicki","Tigers","DET @ BOS",".28","5.73","25.38","6.85","4.26","1.77",".12",".70","2.00","3.77","10.34","21.78","9.67","16731"
"Matt Moore","Rangers","OAK @ TEX",".22","5.16","23.58","6.01","3.48","1.34",".10","1.08","2.63","4.56","9.90","21.13","9.51","1890"
"Lucas Giolito","White Sox","",".24","5.36","24.86","6.12","3.54","1.35",".15","1.08","3.28","4.45","9.08","20.91","8.87","15474"
