"Name","Team","Game","W","IP","TBF","H","1B","2B","3B","HR","BB","SO","Yahoo","FanDuel","DraftKings","playerid"
"Chris Sale","Red Sox","CWS @ BOS",".61","6.84","27.12","5.66","3.58","1.18",".14",".76","1.43","9.54","30.50","48.88","28.47","10603"
"Jacob deGrom","Mets","NYY @ NYM",".38","6.64","26.74","5.21","3.12",".97",".06","1.07","2.03","8.75","26.81","43.62","24.93","10954"
"Justin Verlander","Astros","HOU @ TEX",".55","6.88","28.21","5.70","3.44","1.14",".12",".99","2.38","8.15","25.56","42.60","24.10","8700"
"Stephen Strasburg","Nationals","SF @ WSH",".47","6.67","26.98","5.66","3.64","1.17",".05",".80","1.79","7.65","25.00","41.21","23.28","10131"
"Masahiro Tanaka","Yankees","NYY @ NYM",".37","6.35","25.98","5.48","3.22","1.11",".09","1.06","1.90","6.72","21.45","35.97","19.79","15764"
"J.A. Happ","Blue Jays","BAL @ TOR",".43","6.57","27.61","6.34","3.82","1.43",".08","1.01","2.06","6.78","20.70","36.01","19.41","7410"
"Walker Buehler","Dodgers","ATL @ LAD",".44","6.34","26.30","5.67","3.60","1.21",".07",".79","2.14","6.49","20.84","35.71","19.38","19374"
"Vince Velasquez","Phillies","MIL @ PHI",".33","6.04","25.24","5.50","3.41","1.05",".07",".96","2.16","6.65","19.79","34.06","18.39","11189"
"Caleb Smith","Marlins","SD @ MIA",".37","6.04","25.44","5.38","3.32","1.09",".13",".84","2.48","6.41","19.31","33.63","18.00","14875"
"Trevor Bauer","Indians","CLE @ DET",".43","6.29","27.03","6.41","4.08","1.36",".20",".78","2.33","6.02","17.78","32.36","16.79","12703"
"Jakob Junis","Royals","KC @ OAK",".35","6.08","25.42","5.77","3.39","1.24",".17",".98","1.91","5.65","17.61","30.75","16.23","13619"
"Frankie Montas","Athletics","KC @ OAK",".37","6.27","26.24","5.99","3.75","1.25",".11",".88","2.00","5.20","17.10","30.31","15.77","14309"
"Garrett Richards","Angels","LAA @ MIN",".35","5.33","22.85","4.77","2.91","1.13",".10",".65","2.58","5.86","16.91","29.53","15.86","9784"
"Zack Greinke","Diamondbacks","ARI @ COL",".39","5.94","25.28","6.59","4.14","1.33",".24",".89","1.38","5.63","16.65","29.82","15.48","1943"
"Eric Lauer","Padres","SD @ MIA",".36","6.05","26.08","6.30","4.27","1.22",".16",".65","2.24","5.16","15.68","29.18","14.70","19316"
"Jhoulys Chacin","Brewers","MIL @ PHI",".37","5.77","24.60","5.35","3.50","1.07",".13",".65","2.54","4.99","15.74","28.45","14.62","2608"
"Luke Weaver","Cardinals","STL @ CIN",".41","5.89","25.78","6.23","4.10","1.14",".13",".86","2.49","5.36","15.04","28.54","14.22","16918"
"Andrew Suarez","Giants","SF @ WSH",".28","5.89","25.20","6.07","3.91","1.15",".09",".92","2.10","5.07","14.93","27.62","13.88","18300"
"Chad Kuhl","Pirates","PIT @ CHC",".29","5.85","25.40","5.80","3.41","1.31",".19",".89","2.61","5.04","14.33","27.01","13.40","14975"
"Lance Lynn","Twins","LAA @ MIN",".29","5.75","25.31","5.41","3.28","1.18",".09",".85","3.27","5.13","14.03","27.12","13.26","2520"
"Mike Montgomery","Cubs","PIT @ CHC",".40","5.86","24.58","5.49","3.67","1.19",".14",".49","2.11","4.01","14.77","26.54","13.47","4869"
"Brandon McCarthy","Braves","ATL @ LAD",".28","5.56","23.78","5.66","3.38","1.16",".06","1.06","1.91","4.58","13.65","24.91","12.54","4662"
"German Marquez","Rockies","ARI @ COL",".26","5.27","23.72","6.22","4.02","1.31",".22",".67","2.28","4.82","11.77","23.65","11.23","15038"
"Marco Gonzales","Mariners","SEA @ TB",".32","5.01","21.87","5.40","3.68","1.03",".08",".60","1.98","4.21","12.37","22.89","11.56","15467"
"Andrew Cashner","Orioles","BAL @ TOR",".32","5.78","25.45","5.80","3.25","1.54",".12",".89","2.91","4.07","11.62","23.42","10.88","8782"
"Michael Fulmer","Tigers","CLE @ DET",".28","5.52","24.11","5.75","3.54","1.24",".14",".82","2.38","3.95","11.52","22.62","10.66","13218"
"Matt Harvey","Reds","STL @ CIN",".26","5.22","23.06","5.99","3.60","1.12",".09","1.17","1.97","4.27","10.81","21.42","10.09","11713"
"Doug Fister","Rangers","HOU @ TEX",".20","5.56","24.87","6.70","4.47","1.31",".11",".81","2.12","2.95","7.91","18.18","7.32","9425"
"Dylan Covey","White Sox","CWS @ BOS",".13","4.74","21.83","5.96","3.57","1.34",".12",".93","2.22","3.26","6.37","15.42","6.09","14825"
