"Name","Team","Game","Pos","PA","H","1B","2B","3B","HR","R","RBI","SB","CS","BB","SO","Yahoo","FanDuel","DraftKings","playerid"
"Austin Pruitt","Rays","SEA @ TB","RP","26.79","6.78","4.58","1.28",".12",".81","3.19",".00",".00",".00","1.64",".00","-14.33","23.47","12.17","15290"
"Charlie Blackmon","Rockies","COL @ CIN","CF","4.76","1.28",".74",".20",".04",".30",".84",".73",".11",".06",".58",".93","9.62","14.97","11.34","7859"
"George Springer","Astros","HOU @ TEX","CF","4.94","1.23",".71",".24",".02",".26",".82",".67",".08",".04",".65",".85","9.17","14.26","10.76","12856"
"Eddie Rosario","Twins","CWS @ MIN","LF","4.55","1.35",".76",".28",".03",".28",".77",".74",".09",".06",".28",".72","9.04","14.09","10.80","12155"
"Brian Dozier","Twins","CWS @ MIN","2B","4.66","1.14",".61",".23",".02",".28",".78",".65",".09",".04",".60",".78","8.91","13.85","10.44","9810"
"Nolan Arenado","Rockies","COL @ CIN","3B","4.66","1.19",".64",".26",".01",".28",".70",".78",".02",".02",".52",".85","8.74","13.64","10.24","9777"
"J.D. Martinez","Red Sox","DET @ BOS","DH","4.31","1.20",".59",".30",".02",".29",".65",".78",".01",".01",".39",".95","8.49","13.26","10.00","6184"
"Jose Altuve","Astros","HOU @ TEX","2B","4.71","1.35",".91",".27",".02",".14",".66",".66",".11",".05",".52",".61","8.33","12.96","9.96","5417"
"Alex Bregman","Astros","HOU @ TEX","3B","4.82","1.13",".65",".29",".03",".17",".76",".57",".10",".07",".67",".69","8.33","12.93","9.75","17678"
"Logan Morrison","Twins","CWS @ MIN","DH","4.33",".99",".52",".19",".01",".27",".68",".72",".02",".01",".68",".79","8.25","12.87","9.54","9205"
"Manny Machado","Orioles","BAL @ TOR","SS","4.55","1.18",".64",".28",".01",".25",".64",".67",".04",".03",".39",".67","8.05","12.54","9.53","11493"
"Tommy Pham","Cardinals","MIA @ STL","CF","4.54","1.11",".73",".17",".03",".18",".71",".53",".14",".09",".59","1.04","7.98","12.38","9.44","2967"
"Evan Gattis","Astros","HOU @ TEX","DH","4.50","1.02",".54",".22",".01",".25",".64",".77",".02",".01",".51",".85","7.95","12.44","9.26","11003"
"Nelson Cruz","Mariners","SEA @ TB","DH","4.47","1.09",".62",".18",".01",".28",".64",".75",".01",".01",".42",".99","7.91","12.36","9.29","2434"
"Matt Carpenter","Cardinals","MIA @ STL","3B","4.64","1.03",".55",".27",".02",".20",".76",".47",".02",".01",".79",".93","7.98","12.36","9.25","8090"
"Curtis Granderson","Blue Jays","BAL @ TOR","LF","4.58",".92",".42",".23",".03",".25",".70",".50",".04",".03",".75","1.01","7.95","12.32","9.19","4747"
"Joey Votto","Reds","COL @ CIN","1B","4.44","1.09",".73",".18",".01",".17",".68",".57",".02",".02",".82",".69","7.85","12.20","9.15","4314"
"Eugenio Suarez","Reds","COL @ CIN","3B","4.35","1.04",".61",".21",".01",".21",".61",".74",".02",".02",".60",".92","7.82","12.22","9.10","12552"
"Teoscar Hernandez","Blue Jays","BAL @ TOR","RF","4.36","1.04",".50",".28",".03",".23",".60",".66",".10",".06",".34","1.01","7.76","12.09","9.17","13066"
"Eduardo Escobar","Twins","CWS @ MIN","SS","4.43","1.12",".61",".27",".03",".22",".66",".66",".03",".03",".40",".83","7.75","12.08","9.14","6153"
"Marcell Ozuna","Cardinals","MIA @ STL","LF","4.34","1.22",".80",".21",".02",".20",".63",".75",".02",".01",".37",".80","7.68","12.02","9.14","10324"
"Scott Schebler","Reds","COL @ CIN","RF","4.66","1.05",".58",".19",".04",".24",".67",".56",".05",".03",".49","1.06","7.69","11.94","9.06","12225"
"Joey Gallo","Rangers","HOU @ TEX","LF","4.18",".83",".33",".15",".02",".32",".58",".73",".04",".02",".48","1.58","7.70","12.03","8.91","14128"
"Mitch Haniger","Mariners","SEA @ TB","RF","4.57","1.10",".65",".22",".02",".20",".63",".65",".05",".03",".44","1.06","7.55","11.77","8.91","14274"
"Jose Martinez","Cardinals","MIA @ STL","1B","4.44","1.22",".83",".24",".01",".16",".64",".64",".04",".03",".45",".64","7.52","11.72","8.95","7996"
"Anthony Rizzo","Cubs","PHI @ CHC","1B","4.28",".99",".55",".24",".02",".18",".58",".70",".03",".02",".62",".68","7.54","11.77","8.76","3473"
"Kris Bryant","Cubs","PHI @ CHC","3B","4.37","1.07",".61",".26",".03",".16",".62",".56",".04",".02",".61","1.02","7.47","11.61","8.77","15429"
"Trevor Story","Rockies","COL @ CIN","SS","4.45",".97",".50",".23",".02",".22",".57",".66",".07",".04",".44","1.40","7.45","11.62","8.73","12564"
"Adam Duvall","Reds","COL @ CIN","LF","4.24",".90",".43",".19",".01",".26",".56",".76",".03",".02",".45","1.16","7.43","11.64","8.63","10950"
"Matt Olson","Athletics","KC @ OAK","1B","4.11",".97",".48",".21",".01",".27",".60",".66",".02",".02",".40",".92","7.40","11.54","8.66","14344"
"Justin Smoak","Blue Jays","BAL @ TOR","1B","4.26",".92",".47",".23",".00",".22",".58",".63",".01",".00",".67",".85","7.42","11.57","8.57","9054"
"Justin Bour","Marlins","MIA @ STL","1B","4.44","1.07",".66",".16",".01",".24",".60",".62",".01",".00",".45",".85","7.30","11.37","8.62","9744"
"Adam Jones","Orioles","BAL @ TOR","CF","4.65","1.23",".75",".27",".01",".20",".65",".58",".01",".01",".23",".77","7.21","11.23","8.66","6368"
"Shin-Soo Choo","Rangers","HOU @ TEX","DH","4.58","1.03",".62",".21",".01",".18",".63",".47",".05",".03",".63","1.14","7.28","11.28","8.55","3174"
"Jean Segura","Mariners","SEA @ TB","SS","4.67","1.30",".95",".23",".03",".09",".60",".50",".17",".08",".26",".70","7.13","11.07","8.73","5933"
"Khris Davis","Athletics","KC @ OAK","DH","4.21",".97",".50",".21",".01",".25",".59",".69",".01",".01",".37",".95","7.23","11.31","8.46","9112"
"Jose Abreu","White Sox","CWS @ MIN","1B","4.43","1.19",".71",".28",".01",".19",".56",".58",".01",".01",".36",".83","7.16","11.15","8.56","15676"
"Yulieski Gurriel","Astros","HOU @ TEX","1B","4.61","1.23",".78",".33",".01",".12",".56",".74",".03",".02",".27",".52","7.13","11.18","8.52","19198"
"Trey Mancini","Orioles","BAL @ TOR","LF","4.76","1.15",".68",".27",".02",".18",".64",".51",".01",".01",".40","1.13","7.16","11.13","8.54","15149"
"Dustin Fowler","Athletics","KC @ OAK","CF","4.53","1.15",".69",".24",".08",".14",".55",".50",".16",".10",".17",".74","7.04","10.92","8.57","17098"
"Dexter Fowler","Cardinals","MIA @ STL","RF","4.22",".98",".61",".19",".05",".14",".54",".62",".07",".04",".59",".75","7.11","11.09","8.35","4062"
"Nomar Mazara","Rangers","HOU @ TEX","RF","4.38","1.07",".64",".21",".02",".20",".56",".63",".02",".01",".38","1.04","7.05","11.01","8.36","14553"
"Derek Dietrich","Marlins","MIA @ STL","LF","4.53","1.22",".79",".22",".03",".17",".66",".47",".02",".01",".33",".81","7.01","10.88","8.45","10542"
"Kyle Seager","Mariners","SEA @ TB","3B","4.36","1.02",".57",".24",".01",".21",".58",".63",".01",".01",".40",".74","7.06","11.02","8.31","9785"
"C.J. Cron","Rays","SEA @ TB","DH","4.44","1.13",".69",".23",".01",".20",".61",".57",".03",".02",".27",".88","7.01","10.91","8.38","12546"
"DJ LeMahieu","Rockies","COL @ CIN","2B","4.87","1.31",".95",".24",".02",".09",".66",".42",".06",".04",".41",".72","6.98","10.82","8.47","9874"
"Yangervis Solarte","Blue Jays","BAL @ TOR","2B","4.47","1.07",".62",".25",".01",".19",".65",".55",".02",".01",".36",".52","7.00","10.90","8.28","5352"
"Mike Moustakas","Royals","KC @ OAK","3B","4.45","1.10",".64",".25",".01",".20",".53",".62",".01",".01",".30",".48","6.88","10.74","8.20","4892"
"Dee Gordon","Mariners","SEA @ TB","2B","4.79","1.33","1.07",".18",".05",".04",".52",".40",".28",".12",".19",".68","6.77","10.45","8.46","8203"
"Xander Bogaerts","Red Sox","DET @ BOS","SS","4.41","1.13",".71",".29",".02",".12",".62",".49",".05",".03",".39",".81","6.83","10.61","8.15","12161"
"Marwin Gonzalez","Astros","HOU @ TEX","LF","4.40","1.01",".62",".23",".01",".15",".51",".58",".05",".04",".48","1.01","6.78","10.57","8.01","5497"
"Miguel Cabrera","Tigers","DET @ BOS","1B","4.48","1.06",".63",".28",".00",".15",".54",".50",".01",".00",".57",".99","6.79","10.55","8.00","1744"
"Mike Tauchman","Rockies","COL @ CIN","LF","4.33","1.01",".64",".20",".04",".13",".49",".52",".12",".08",".43",".88","6.75","10.48","8.06","15274"
"Danny Valencia","Orioles","BAL @ TOR","3B","4.45","1.07",".64",".25",".02",".16",".53",".58",".02",".01",".40",".94","6.75","10.52","8.01","6364"
